Bulk mode; whois.cymru.com [2015-11-20 16:36:36 +0000]
3       | 128.52.128.0     | 128.52.0.0/16       | US | arin     |            | MIT-GATEWAYS - Massachusetts Institute of Technology,US
12876   | 195.154.112.0    | 195.154.0.0/16      | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 195.154.113.0    | 195.154.0.0/16      | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 195.154.114.0    | 195.154.0.0/16      | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 195.154.116.0    | 195.154.0.0/16      | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 195.154.117.0    | 195.154.0.0/16      | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 195.154.118.0    | 195.154.0.0/16      | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 195.154.119.0    | 195.154.0.0/16      | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 195.154.121.0    | 195.154.0.0/16      | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 195.154.122.0    | 195.154.0.0/16      | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 195.154.123.0    | 195.154.0.0/16      | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 195.154.126.0    | 195.154.0.0/16      | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 195.154.127.0    | 195.154.0.0/16      | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 195.154.128.0    | 195.154.0.0/16      | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 195.154.134.0    | 195.154.0.0/16      | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 195.154.15.0     | 195.154.0.0/16      | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 195.154.150.0    | 195.154.0.0/16      | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 195.154.162.0    | 195.154.0.0/16      | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 195.154.164.0    | 195.154.0.0/16      | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 195.154.171.0    | 195.154.0.0/16      | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 195.154.176.0    | 195.154.0.0/16      | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 195.154.216.0    | 195.154.0.0/16      | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 195.154.223.0    | 195.154.0.0/16      | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 195.154.42.0     | 195.154.0.0/16      | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 195.154.58.0     | 195.154.0.0/16      | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 195.154.70.0     | 195.154.0.0/16      | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 195.154.73.0     | 195.154.0.0/16      | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 195.154.74.0     | 195.154.0.0/16      | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 195.154.75.0     | 195.154.0.0/16      | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 195.154.78.0     | 195.154.0.0/16      | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 195.154.79.0     | 195.154.0.0/16      | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 195.154.81.0     | 195.154.0.0/16      | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 195.154.82.0     | 195.154.0.0/16      | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 195.154.85.0     | 195.154.0.0/16      | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 195.154.87.0     | 195.154.0.0/16      | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 195.154.9.0      | 195.154.0.0/16      | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 195.154.91.0     | 195.154.0.0/16      | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 195.154.92.0     | 195.154.0.0/16      | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 195.154.97.0     | 195.154.0.0/16      | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 195.154.99.0     | 195.154.0.0/16      | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 212.129.16.0     | 212.129.0.0/18      | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 212.129.4.0      | 212.129.0.0/18      | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 212.129.42.0     | 212.129.0.0/18      | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 212.129.50.0     | 212.129.0.0/18      | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 212.129.52.0     | 212.129.0.0/18      | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 212.129.62.0     | 212.129.0.0/18      | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 212.47.226.0     | 212.47.224.0/19     | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 212.47.227.0     | 212.47.224.0/19     | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 212.47.229.0     | 212.47.224.0/19     | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 212.47.230.0     | 212.47.224.0/19     | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 212.47.232.0     | 212.47.224.0/19     | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 212.47.233.0     | 212.47.224.0/19     | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 212.47.234.0     | 212.47.224.0/19     | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 212.47.235.0     | 212.47.224.0/19     | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 212.47.236.0     | 212.47.224.0/19     | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 212.47.237.0     | 212.47.224.0/19     | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 212.47.238.0     | 212.47.224.0/19     | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 212.47.239.0     | 212.47.224.0/19     | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 212.47.240.0     | 212.47.224.0/19     | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 212.47.241.0     | 212.47.224.0/19     | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 212.47.244.0     | 212.47.224.0/19     | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 212.47.245.0     | 212.47.224.0/19     | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 212.47.246.0     | 212.47.224.0/19     | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 212.47.247.0     | 212.47.224.0/19     | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 212.47.248.0     | 212.47.224.0/19     | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 212.47.249.0     | 212.47.224.0/19     | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 212.47.250.0     | 212.47.224.0/19     | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 212.47.251.0     | 212.47.224.0/19     | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 212.47.252.0     | 212.47.224.0/19     | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 212.47.253.0     | 212.47.224.0/19     | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 212.47.254.0     | 212.47.224.0/19     | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 212.83.129.0     | 212.83.128.0/19     | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 212.83.154.0     | 212.83.128.0/19     | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 212.83.158.0     | 212.83.128.0/19     | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
12876   | 212.83.162.0     | 212.83.160.0/19     | FR | ripencc  | 2000-01-25 | AS12876 ONLINE S.A.S.,FR
12876   | 212.83.177.0     | 212.83.160.0/19     | FR | ripencc  | 2000-01-25 | AS12876 ONLINE S.A.S.,FR
12876   | 62.210.105.0     | 62.210.0.0/16       | FR | ripencc  | 2000-10-26 | AS12876 ONLINE S.A.S.,FR
12876   | 62.210.108.0     | 62.210.0.0/16       | FR | ripencc  | 2000-10-26 | AS12876 ONLINE S.A.S.,FR
12876   | 62.210.109.0     | 62.210.0.0/16       | FR | ripencc  | 2000-10-26 | AS12876 ONLINE S.A.S.,FR
12876   | 62.210.115.0     | 62.210.0.0/16       | FR | ripencc  | 2000-10-26 | AS12876 ONLINE S.A.S.,FR
12876   | 62.210.124.0     | 62.210.0.0/16       | FR | ripencc  | 2000-10-26 | AS12876 ONLINE S.A.S.,FR
12876   | 62.210.131.0     | 62.210.0.0/16       | FR | ripencc  | 2000-10-26 | AS12876 ONLINE S.A.S.,FR
12876   | 62.210.132.0     | 62.210.0.0/16       | FR | ripencc  | 2000-10-26 | AS12876 ONLINE S.A.S.,FR
12876   | 62.210.137.0     | 62.210.0.0/16       | FR | ripencc  | 2000-10-26 | AS12876 ONLINE S.A.S.,FR
12876   | 62.210.138.0     | 62.210.0.0/16       | FR | ripencc  | 2000-10-26 | AS12876 ONLINE S.A.S.,FR
12876   | 62.210.170.0     | 62.210.0.0/16       | FR | ripencc  | 2000-10-26 | AS12876 ONLINE S.A.S.,FR
12876   | 62.210.172.0     | 62.210.0.0/16       | FR | ripencc  | 2000-10-26 | AS12876 ONLINE S.A.S.,FR
12876   | 62.210.189.0     | 62.210.0.0/16       | FR | ripencc  | 2000-10-26 | AS12876 ONLINE S.A.S.,FR
12876   | 62.210.198.0     | 62.210.0.0/16       | FR | ripencc  | 2000-10-26 | AS12876 ONLINE S.A.S.,FR
12876   | 62.210.206.0     | 62.210.0.0/16       | FR | ripencc  | 2000-10-26 | AS12876 ONLINE S.A.S.,FR
12876   | 62.210.207.0     | 62.210.0.0/16       | FR | ripencc  | 2000-10-26 | AS12876 ONLINE S.A.S.,FR
12876   | 62.210.222.0     | 62.210.0.0/16       | FR | ripencc  | 2000-10-26 | AS12876 ONLINE S.A.S.,FR
12876   | 62.210.238.0     | 62.210.0.0/16       | FR | ripencc  | 2000-10-26 | AS12876 ONLINE S.A.S.,FR
12876   | 62.210.240.0     | 62.210.0.0/16       | FR | ripencc  | 2000-10-26 | AS12876 ONLINE S.A.S.,FR
12876   | 62.210.243.0     | 62.210.0.0/16       | FR | ripencc  | 2000-10-26 | AS12876 ONLINE S.A.S.,FR
12876   | 62.210.253.0     | 62.210.0.0/16       | FR | ripencc  | 2000-10-26 | AS12876 ONLINE S.A.S.,FR
12876   | 62.210.254.0     | 62.210.0.0/16       | FR | ripencc  | 2000-10-26 | AS12876 ONLINE S.A.S.,FR
12876   | 62.210.36.0      | 62.210.0.0/16       | FR | ripencc  | 2000-10-26 | AS12876 ONLINE S.A.S.,FR
12876   | 62.210.37.0      | 62.210.0.0/16       | FR | ripencc  | 2000-10-26 | AS12876 ONLINE S.A.S.,FR
12876   | 62.210.71.0      | 62.210.0.0/16       | FR | ripencc  | 2000-10-26 | AS12876 ONLINE S.A.S.,FR
12876   | 62.210.74.0      | 62.210.0.0/16       | FR | ripencc  | 2000-10-26 | AS12876 ONLINE S.A.S.,FR
12876   | 62.210.81.0      | 62.210.0.0/16       | FR | ripencc  | 2000-10-26 | AS12876 ONLINE S.A.S.,FR
12876   | 62.210.82.0      | 62.210.0.0/16       | FR | ripencc  | 2000-10-26 | AS12876 ONLINE S.A.S.,FR
12876   | 62.210.92.0      | 62.210.0.0/16       | FR | ripencc  | 2000-10-26 | AS12876 ONLINE S.A.S.,FR
12876   | 62.4.15.0        | 62.4.0.0/19         | FR | ripencc  |            | AS12876 ONLINE S.A.S.,FR
13030   | 212.51.128.0     | 212.51.128.0/20     | CH | ripencc  | 2008-05-06 | INIT7 Init7 (Switzerland) Ltd.,CH
13030   | 212.51.134.0     | 212.51.128.0/20     | CH | ripencc  | 2008-05-06 | INIT7 Init7 (Switzerland) Ltd.,CH
13030   | 212.51.138.0     | 212.51.128.0/20     | CH | ripencc  | 2008-05-06 | INIT7 Init7 (Switzerland) Ltd.,CH
13030   | 212.51.150.0     | 212.51.144.0/20     | CH | ripencc  | 2008-05-06 | INIT7 Init7 (Switzerland) Ltd.,CH
13030   | 212.51.151.0     | 212.51.144.0/20     | CH | ripencc  | 2008-05-06 | INIT7 Init7 (Switzerland) Ltd.,CH
13030   | 212.51.156.0     | 212.51.144.0/20     | CH | ripencc  | 2008-05-06 | INIT7 Init7 (Switzerland) Ltd.,CH
13030   | 212.51.159.0     | 212.51.144.0/20     | CH | ripencc  | 2008-05-06 | INIT7 Init7 (Switzerland) Ltd.,CH
13030   | 77.109.139.0     | 77.109.128.0/19     | CH | ripencc  | 2007-01-19 | INIT7 Init7 (Switzerland) Ltd.,CH
13030   | 85.195.242.0     | 85.195.240.0/20     | CH | ripencc  | 2005-01-13 | INIT7 Init7 (Switzerland) Ltd.,CH
13030   | 85.195.243.0     | 85.195.240.0/20     | CH | ripencc  | 2005-01-13 | INIT7 Init7 (Switzerland) Ltd.,CH
13030   | 85.195.251.0     | 85.195.240.0/20     | CH | ripencc  | 2005-01-13 | INIT7 Init7 (Switzerland) Ltd.,CH
13037   | 82.69.50.0       | 82.68.0.0/14        | GB | ripencc  | 2003-04-28 | ZEN-AS Zen Internet Ltd,GB
13184   | 195.160.172.0    | 195.160.172.0/23    | DE | ripencc  | 2005-09-22 | HANSENET Telefonica Germany GmbH & Co.OHG,DE
13184   | 78.48.203.0      | 78.48.0.0/13        | DE | ripencc  | 2007-02-28 | HANSENET Telefonica Germany GmbH & Co.OHG,DE
13193   | 80.248.208.0     | 80.248.208.0/20     | FR | ripencc  | 2005-11-08 | ASN-NERIM Nerim SAS,FR
13213   | 37.130.227.0     | 37.130.226.0/23     | GB | ripencc  | 2012-02-23 | UK2NET-AS UK2 - Ltd,GB
13213   | 91.109.247.0     | 91.109.240.0/21     | GB | ripencc  | 2012-06-20 | UK2NET-AS UK2 - Ltd,GB
13237   | 83.125.87.0      | 83.124.0.0/14       | EU | ripencc  | 2004-10-06 | LAMBDANET-AS euNetworks Managed Services GmbH,DE
13285   | 92.20.138.0      | 92.20.0.0/15        | GB | ripencc  | 2007-06-28 | OPALTELECOM-AS TalkTalk Communications Limited,GB
13301   | 89.163.128.0     | 89.163.128.0/17     | DE | ripencc  | 2006-02-17 | UNITEDCOLO-AS United Gameserver GmbH,DE
13703   | 216.24.174.0     | 216.24.160.0/20     | US | arin     | 2000-05-16 | BROADRIVER-13703 - BroadRiver Communication Corp.,US
13768   | 69.172.229.0     | 69.172.228.0/22     | US | arin     | 2009-03-17 | PEER1 - Peer 1 Network (USA) Inc.,US
13768   | 69.90.132.0      | 69.90.132.0/23      | US | arin     | 2003-11-06 | PEER1 - Peer 1 Network (USA) Inc.,US
13768   | 76.74.178.0      | 76.74.176.0/22      | US | arin     | 2007-04-04 | PEER1 - Peer 1 Network (USA) Inc.,US
14061   | 104.236.129.0    | 104.236.128.0/18    | US | arin     | 2014-10-28 | DIGITALOCEAN-ASN - Digital Ocean, Inc.,US
14061   | 104.236.151.0    | 104.236.128.0/18    | US | arin     | 2014-10-28 | DIGITALOCEAN-ASN - Digital Ocean, Inc.,US
14061   | 107.170.246.0    | 107.170.192.0/18    | US | arin     | 2013-12-30 | DIGITALOCEAN-ASN - Digital Ocean, Inc.,US
14061   | 162.243.134.0    | 162.243.128.0/19    | US | arin     | 2013-09-06 | DIGITALOCEAN-ASN - Digital Ocean, Inc.,US
14061   | 192.241.210.0    | 192.241.192.0/19    | US | arin     | 2013-06-10 | DIGITALOCEAN-ASN - Digital Ocean, Inc.,US
14361   | 66.148.116.0     | 66.148.112.0/20     | US | arin     | 2003-09-22 | HOPONE-GLOBAL - HopOne Internet Corporation,US
14586   | 104.153.105.0    | 104.153.105.0/24    | US | arin     | 2014-07-30 | NUCLEARFALLOUT-CHI - Nuclearfallout Enterprises, Inc.,US
14613   | 199.127.226.0    | 199.127.224.0/22    | US | arin     | 2011-06-01 | TOCICI - TOCICI LLC,US
14618   | 23.21.181.0      | 23.20.0.0/15        | US | arin     | 2011-09-19 | AMAZON-AES - Amazon.com, Inc.,US
14618   | 52.0.227.0       | 52.0.0.0/15         | US | arin     |            | AMAZON-AES - Amazon.com, Inc.,US
14618   | 52.0.4.0         | 52.0.0.0/15         | US | arin     |            | AMAZON-AES - Amazon.com, Inc.,US
14618   | 52.2.163.0       | 52.2.0.0/15         | US | arin     |            | AMAZON-AES - Amazon.com, Inc.,US
14618   | 52.20.235.0      | 52.20.0.0/14        | US | arin     |            | AMAZON-AES - Amazon.com, Inc.,US
14618   | 54.208.95.0      | 54.208.0.0/15       | US | arin     | 2013-02-19 | AMAZON-AES - Amazon.com, Inc.,US
14618   | 54.88.228.0      | 54.88.0.0/16        | US | arin     | 2013-11-25 | AMAZON-AES - Amazon.com, Inc.,US
14754   | 216.230.148.0    | 216.230.128.0/19    | GT | lacnic   |            | Telgua,GT
14907   | 208.80.154.0     | 208.80.152.0/22     | US | arin     | 2007-07-23 | WIKIMEDIA - Wikimedia Foundation Inc.,US
14987   | 149.9.0.0        | 149.9.0.0/16        | US | arin     |            | RETHEMHOSTING - Rethem Hosting LLC,US
15154   | 64.113.32.0      | 64.113.32.0/19      | US | arin     | 2001-08-07 | SBBSNET - Specialized Bulletin Board Systems,US
15154   | 64.113.44.0      | 64.113.32.0/19      | US | arin     | 2001-08-07 | SBBSNET - Specialized Bulletin Board Systems,US
15435   | 83.128.42.0      | 83.128.32.0/19      | NL | ripencc  | 2004-01-05 | KABELFOON CAIW Diensten B.V.,NL
15497   | 62.149.13.0      | 62.149.0.0/19       | UA | ripencc  | 2000-07-13 | COLOCALL Colocall Ltd.,UA
15497   | 62.149.25.0      | 62.149.0.0/19       | UA | ripencc  | 2000-07-13 | COLOCALL Colocall Ltd.,UA
15557   | 77.207.111.0     | 77.192.0.0/12       | FR | ripencc  | 2006-11-30 | LDCOMNET Societe Francaise du Radiotelephone S.A,FR
15557   | 77.207.77.0      | 77.192.0.0/12       | FR | ripencc  | 2006-11-30 | LDCOMNET Societe Francaise du Radiotelephone S.A,FR
15594   | 82.116.120.0     | 82.116.96.0/19      | DE | ripencc  | 2004-01-22 | NETZQUADRAT [netzquadrat] GmbH,DE
15626   | 217.12.199.0     | 217.12.192.0/19     | UA | ripencc  | 2000-08-25 | ITLAS ITL Company,UA
15626   | 217.12.204.0     | 217.12.192.0/19     | UA | ripencc  | 2000-08-25 | ITLAS ITL Company,UA
15626   | 217.12.210.0     | 217.12.192.0/19     | UA | ripencc  | 2002-07-17 | ITLAS ITL Company,UA
15626   | 46.28.68.0       | 46.28.64.0/21       | UA | ripencc  | 2010-07-21 | ITLAS ITL Company,UA
15626   | 5.34.183.0       | 5.34.176.0/21       | UA | ripencc  | 2012-05-11 | ITLAS ITL Company,UA
15626   | 82.118.19.0      | 82.118.16.0/21      | UA | ripencc  | 2011-08-30 | ITLAS ITL Company,UA
15657   | 217.13.197.0     | 217.13.192.0/20     | DE | ripencc  | 2000-08-30 | SPEEDBONE-AS Speedbone Internet & Connectivity GmbH,DE
15683   | 94.45.59.0       | 94.45.32.0/19       | UA | ripencc  | 2009-02-09 | DOMASHKA-AS Domashnya Merezha, LLC,UA
15699   | 87.236.221.0     | 87.236.216.0/21     | ES | ripencc  | 2011-03-07 | AS_ADAM OGIC Informatica S.L.,ES
15756   | 212.24.36.0      | 212.24.36.0/24      | RU | ripencc  |            | CARAVAN JSC Caravan Telecom,RU
15830   | 109.74.206.0     | 109.74.192.0/20     | GB | ripencc  | 2009-11-05 | TELECITY-LON TELECITYGROUP INTERNATIONAL LIMITED,GB
15830   | 139.162.217.0    | 139.162.192.0/19    | NL | ripencc  |            | TELECITY-LON TELECITYGROUP INTERNATIONAL LIMITED,GB
15830   | 151.236.221.0    | 151.236.216.0/21    | GB | ripencc  | 2012-08-16 | TELECITY-LON TELECITYGROUP INTERNATIONAL LIMITED,GB
15830   | 176.58.100.0     | 176.58.96.0/19      | GB | ripencc  | 2011-06-06 | TELECITY-LON TELECITYGROUP INTERNATIONAL LIMITED,GB
15830   | 176.58.106.0     | 176.58.96.0/19      | GB | ripencc  | 2011-06-06 | TELECITY-LON TELECITYGROUP INTERNATIONAL LIMITED,GB
15830   | 176.58.115.0     | 176.58.96.0/19      | GB | ripencc  | 2011-06-06 | TELECITY-LON TELECITYGROUP INTERNATIONAL LIMITED,GB
15830   | 176.58.121.0     | 176.58.96.0/19      | GB | ripencc  | 2011-06-06 | TELECITY-LON TELECITYGROUP INTERNATIONAL LIMITED,GB
15830   | 178.79.159.0     | 178.79.128.0/18     | GB | ripencc  | 2010-05-10 | TELECITY-LON TELECITYGROUP INTERNATIONAL LIMITED,GB
15830   | 178.79.165.0     | 178.79.128.0/18     | GB | ripencc  | 2010-05-10 | TELECITY-LON TELECITYGROUP INTERNATIONAL LIMITED,GB
15830   | 178.79.173.0     | 178.79.128.0/18     | GB | ripencc  | 2010-05-10 | TELECITY-LON TELECITYGROUP INTERNATIONAL LIMITED,GB
15830   | 212.71.246.0     | 212.71.244.0/22     | GB | ripencc  | 2000-05-18 | TELECITY-LON TELECITYGROUP INTERNATIONAL LIMITED,GB
15830   | 80.85.84.0       | 80.85.84.0/22       | GB | ripencc  | 2003-05-19 | TELECITY-LON TELECITYGROUP INTERNATIONAL LIMITED,GB
15962   | 95.105.164.0     | 95.105.128.0/17     | SK | ripencc  | 2008-12-01 | OSK-DNI Orange Slovensko a.s.,SK
16086   | 82.128.249.0     | 82.128.128.0/17     | FI | ripencc  | 2003-06-18 | DNA DNA Oy,FI
16086   | 85.23.243.0      | 85.23.0.0/16        | FI | ripencc  | 2005-04-06 | DNA DNA Oy,FI
16086   | 87.92.192.0      | 87.92.0.0/14        | FI | ripencc  | 2005-07-05 | DNA DNA Oy,FI
16086   | 89.27.52.0       | 89.27.0.0/17        | FI | ripencc  | 2006-06-14 | DNA DNA Oy,FI
16125   | 185.65.200.0     | 185.65.200.0/23     | RU | ripencc  | 2014-07-31 | BALTICSERVERS1-AS UAB DUOMENU CENTRAS,LT
16125   | 46.166.165.0     | 46.166.160.0/21     | LT | ripencc  | 2010-12-16 | BALTICSERVERS1-AS UAB DUOMENU CENTRAS,LT
16125   | 46.166.170.0     | 46.166.168.0/21     | LT | ripencc  | 2010-12-16 | BALTICSERVERS1-AS UAB DUOMENU CENTRAS,LT
16125   | 5.199.165.0      | 5.199.164.0/22      | LT | ripencc  | 2012-08-28 | BALTICSERVERS1-AS UAB DUOMENU CENTRAS,LT
16125   | 5.199.167.0      | 5.199.164.0/22      | LT | ripencc  | 2012-08-28 | BALTICSERVERS1-AS UAB DUOMENU CENTRAS,LT
16265   | 178.162.194.0    | 178.162.192.0/19    | DE | ripencc  | 2010-02-05 | LEASEWEB-NETWORK LeaseWeb Network B.V.,NL
16265   | 178.162.216.0    | 178.162.192.0/19    | DE | ripencc  | 2010-02-05 | LEASEWEB-NETWORK LeaseWeb Network B.V.,NL
16265   | 185.17.144.0     | 185.17.144.0/22     | DE | ripencc  | 2013-01-30 | LEASEWEB-NETWORK LeaseWeb Network B.V.,NL
16265   | 37.58.51.0       | 37.58.48.0/20       | DE | ripencc  | 2012-01-17 | LEASEWEB-NETWORK LeaseWeb Network B.V.,NL
16265   | 46.165.197.0     | 46.165.192.0/18     | DE | ripencc  | 2010-12-13 | LEASEWEB-NETWORK LeaseWeb Network B.V.,NL
16265   | 46.165.221.0     | 46.165.192.0/18     | DE | ripencc  | 2010-12-13 | LEASEWEB-NETWORK LeaseWeb Network B.V.,NL
16265   | 46.165.223.0     | 46.165.192.0/18     | DE | ripencc  | 2010-12-13 | LEASEWEB-NETWORK LeaseWeb Network B.V.,NL
16265   | 46.165.230.0     | 46.165.192.0/18     | DE | ripencc  | 2010-12-13 | LEASEWEB-NETWORK LeaseWeb Network B.V.,NL
16265   | 46.165.242.0     | 46.165.192.0/18     | DE | ripencc  | 2010-12-13 | LEASEWEB-NETWORK LeaseWeb Network B.V.,NL
16265   | 46.165.249.0     | 46.165.192.0/18     | DE | ripencc  | 2010-12-13 | LEASEWEB-NETWORK LeaseWeb Network B.V.,NL
16265   | 5.61.34.0        | 5.61.32.0/20        | GB | ripencc  | 2012-06-07 | LEASEWEB-NETWORK LeaseWeb Network B.V.,NL
16276   | 142.4.213.0      | 142.4.192.0/19      | CA | arin     | 2012-07-23 | OVH OVH SAS,FR
16276   | 142.4.215.0      | 142.4.192.0/19      | CA | arin     | 2012-07-23 | OVH OVH SAS,FR
16276   | 149.202.17.0     | 149.202.0.0/16      | FR | ripencc  |            | OVH OVH SAS,FR
16276   | 149.202.193.0    | 149.202.0.0/16      | FR | ripencc  |            | OVH OVH SAS,FR
16276   | 149.202.233.0    | 149.202.0.0/16      | FR | ripencc  |            | OVH OVH SAS,FR
16276   | 149.202.248.0    | 149.202.0.0/16      | FR | ripencc  |            | OVH OVH SAS,FR
16276   | 149.202.249.0    | 149.202.0.0/16      | FR | ripencc  |            | OVH OVH SAS,FR
16276   | 149.202.42.0     | 149.202.0.0/16      | FR | ripencc  |            | OVH OVH SAS,FR
16276   | 149.202.49.0     | 149.202.0.0/16      | FR | ripencc  |            | OVH OVH SAS,FR
16276   | 149.202.53.0     | 149.202.0.0/16      | FR | ripencc  |            | OVH OVH SAS,FR
16276   | 149.202.98.0     | 149.202.0.0/16      | FR | ripencc  |            | OVH OVH SAS,FR
16276   | 151.80.115.0     | 151.80.0.0/16       | IT | ripencc  |            | OVH OVH SAS,FR
16276   | 151.80.138.0     | 151.80.0.0/16       | IT | ripencc  |            | OVH OVH SAS,FR
16276   | 151.80.147.0     | 151.80.0.0/16       | IT | ripencc  |            | OVH OVH SAS,FR
16276   | 151.80.149.0     | 151.80.0.0/16       | IT | ripencc  |            | OVH OVH SAS,FR
16276   | 151.80.158.0     | 151.80.0.0/16       | IT | ripencc  |            | OVH OVH SAS,FR
16276   | 151.80.175.0     | 151.80.0.0/16       | IT | ripencc  |            | OVH OVH SAS,FR
16276   | 151.80.234.0     | 151.80.0.0/16       | IT | ripencc  |            | OVH OVH SAS,FR
16276   | 151.80.37.0      | 151.80.0.0/16       | IT | ripencc  |            | OVH OVH SAS,FR
16276   | 151.80.41.0      | 151.80.0.0/16       | IT | ripencc  |            | OVH OVH SAS,FR
16276   | 151.80.44.0      | 151.80.0.0/16       | IT | ripencc  |            | OVH OVH SAS,FR
16276   | 158.69.192.0     | 158.69.0.0/16       | CA | arin     | 2015-06-15 | OVH OVH SAS,FR
16276   | 158.69.194.0     | 158.69.0.0/16       | CA | arin     | 2015-06-15 | OVH OVH SAS,FR
16276   | 158.69.201.0     | 158.69.0.0/16       | CA | arin     | 2015-06-15 | OVH OVH SAS,FR
16276   | 158.69.204.0     | 158.69.0.0/16       | CA | arin     | 2015-06-15 | OVH OVH SAS,FR
16276   | 158.69.205.0     | 158.69.0.0/16       | CA | arin     | 2015-06-15 | OVH OVH SAS,FR
