3       | 128.31.0.34      | 128.30.0.0/15       | US | arin     |            | MIT-GATEWAYS - Massachusetts Institute of Technology,US
7922    | 76.104.130.247   | 76.96.0.0/11        | US | arin     | 2007-01-02 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 76.115.207.76    | 76.96.0.0/11        | US | arin     | 2007-01-02 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 76.125.225.104   | 76.96.0.0/11        | US | arin     | 2007-01-02 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 76.125.75.70     | 76.96.0.0/11        | US | arin     | 2007-01-02 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 76.17.126.14     | 76.16.0.0/12        | US | arin     | 2006-06-28 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 76.24.102.64     | 76.16.0.0/12        | US | arin     | 2006-06-28 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 76.26.203.243    | 76.16.0.0/12        | US | arin     | 2006-06-28 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 96.89.141.29     | 96.64.0.0/11        | US | arin     | 2008-02-21 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 96.91.11.81      | 96.64.0.0/11        | US | arin     | 2008-02-21 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 96.92.118.50     | 96.64.0.0/11        | US | arin     | 2008-02-21 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 98.201.49.226    | 98.192.0.0/10       | US | arin     | 2007-04-20 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 98.206.180.112   | 98.192.0.0/10       | US | arin     | 2007-04-20 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 98.210.181.64    | 98.192.0.0/10       | US | arin     | 2007-04-20 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 98.210.23.201    | 98.192.0.0/10       | US | arin     | 2007-04-20 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 98.216.11.2      | 98.192.0.0/10       | US | arin     | 2007-04-20 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 98.217.202.66    | 98.192.0.0/10       | US | arin     | 2007-04-20 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 98.218.4.232     | 98.192.0.0/10       | US | arin     | 2007-04-20 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 98.221.48.12     | 98.192.0.0/10       | US | arin     | 2007-04-20 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 98.225.154.183   | 98.192.0.0/10       | US | arin     | 2007-04-20 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 98.226.217.3     | 98.192.0.0/10       | US | arin     | 2007-04-20 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 98.234.106.72    | 98.192.0.0/10       | US | arin     | 2007-04-20 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 98.234.221.193   | 98.192.0.0/10       | US | arin     | 2007-04-20 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 98.235.185.167   | 98.192.0.0/10       | US | arin     | 2007-04-20 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 98.237.246.30    | 98.192.0.0/10       | US | arin     | 2007-04-20 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7922    | 98.247.38.11     | 98.192.0.0/10       | US | arin     | 2007-04-20 | COMCAST-7922 - Comcast Cable Communications, Inc.,US
7992    | 24.150.104.124   | 24.150.0.0/16       | CA | arin     |            | COGECOWAVE - Cogeco Cable,CA
8047    | 206.174.114.167  | 206.174.0.0/17      | US | arin     | 2004-06-01 | GCI - GENERAL COMMUNICATION, INC.,US
8047    | 66.223.165.67    | 66.223.128.0/18     | US | arin     | 2003-09-25 | GCI - GENERAL COMMUNICATION, INC.,US
8075    | 104.208.241.245  | 104.208.0.0/13      | US | arin     | 2014-10-01 | MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation,US
8075    | 104.214.141.114  | 104.208.0.0/13      | US | arin     | 2014-10-01 | MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation,US
8075    | 104.40.138.166   | 104.40.0.0/13       | US | arin     | 2014-05-07 | MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation,US
8075    | 104.40.219.63    | 104.40.0.0/13       | US | arin     | 2014-05-07 | MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation,US
8075    | 104.41.2.139     | 104.40.0.0/13       | US | arin     | 2014-05-07 | MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation,US
8075    | 137.135.8.233    | 137.135.0.0/16      | US | arin     | 2011-06-22 | MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation,US
8075    | 168.62.217.216   | 168.62.0.0/15       | US | arin     | 2011-06-22 | MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation,US
8075    | 191.239.211.220  | 191.232.0.0/13      | BR | lacnic   | 2013-09-11 | MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation,US
8075    | 23.102.160.119   | 23.102.0.0/16       | US | arin     | 2013-06-18 | MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation,US
8075    | 40.115.3.78      | 40.64.0.0/10        | US | arin     | 2015-02-23 | MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation,US
8075    | 40.127.177.163   | 40.64.0.0/10        | US | arin     | 2015-02-23 | MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation,US
8100    | 104.129.48.14    | 104.129.48.0/21     | US | arin     | 2014-06-02 | ASN-QUADRANET-GLOBAL - QuadraNet, Inc,US
8100    | 104.223.1.56     | 104.223.0.0/17      | US | arin     | 2014-10-02 | ASN-QUADRANET-GLOBAL - QuadraNet, Inc,US
8100    | 104.223.101.110  | 104.223.96.0/20     | US | arin     | 2014-10-02 | ASN-QUADRANET-GLOBAL - QuadraNet, Inc,US
8100    | 104.223.101.12   | 104.223.96.0/20     | US | arin     | 2014-10-02 | ASN-QUADRANET-GLOBAL - QuadraNet, Inc,US
8100    | 104.223.122.115  | 104.223.112.0/20    | US | arin     | 2014-10-02 | ASN-QUADRANET-GLOBAL - QuadraNet, Inc,US
8100    | 104.223.16.151   | 104.223.0.0/17      | US | arin     | 2014-10-02 | ASN-QUADRANET-GLOBAL - QuadraNet, Inc,US
8100    | 104.223.92.155   | 104.223.88.0/21     | US | arin     | 2014-10-02 | ASN-QUADRANET-GLOBAL - QuadraNet, Inc,US
8100    | 107.161.80.195   | 107.161.80.0/20     | US | arin     | 2014-01-15 | ASN-QUADRANET-GLOBAL - QuadraNet, Inc,US
8100    | 107.161.81.208   | 107.161.80.0/20     | US | arin     | 2014-01-15 | ASN-QUADRANET-GLOBAL - QuadraNet, Inc,US
8100    | 155.94.246.178   | 155.94.240.0/20     | US | arin     | 2014-06-11 | ASN-QUADRANET-GLOBAL - QuadraNet, Inc,US
8100    | 173.254.216.66   | 173.254.192.0/18    | US | arin     | 2010-10-19 | ASN-QUADRANET-GLOBAL - QuadraNet, Inc,US
8100    | 173.254.216.67   | 173.254.192.0/18    | US | arin     | 2010-10-19 | ASN-QUADRANET-GLOBAL - QuadraNet, Inc,US
8100    | 173.254.216.68   | 173.254.192.0/18    | US | arin     | 2010-10-19 | ASN-QUADRANET-GLOBAL - QuadraNet, Inc,US
8100    | 173.254.216.69   | 173.254.192.0/18    | US | arin     | 2010-10-19 | ASN-QUADRANET-GLOBAL - QuadraNet, Inc,US
8100    | 173.44.51.174    | 173.44.48.0/20      | US | arin     | 2010-01-11 | ASN-QUADRANET-GLOBAL - QuadraNet, Inc,US
8100    | 173.44.58.202    | 173.44.48.0/20      | US | arin     | 2010-01-11 | ASN-QUADRANET-GLOBAL - QuadraNet, Inc,US
8100    | 192.161.180.125  | 192.161.160.0/19    | US | arin     | 2013-04-17 | ASN-QUADRANET-GLOBAL - QuadraNet, Inc,US
8100    | 192.161.180.49   | 192.161.160.0/19    | US | arin     | 2013-04-17 | ASN-QUADRANET-GLOBAL - QuadraNet, Inc,US
8100    | 192.52.167.125   | 192.52.166.0/23     | US | arin     | 2014-10-14 | ASN-QUADRANET-GLOBAL - QuadraNet, Inc,US
8100    | 192.52.167.70    | 192.52.166.0/23     | US | arin     | 2014-10-14 | ASN-QUADRANET-GLOBAL - QuadraNet, Inc,US
8100    | 192.52.167.71    | 192.52.166.0/23     | US | arin     | 2014-10-14 | ASN-QUADRANET-GLOBAL - QuadraNet, Inc,US
8100    | 198.55.105.218   | 198.55.96.0/19      | US | arin     | 2012-12-28 | ASN-QUADRANET-GLOBAL - QuadraNet, Inc,US
8100    | 198.55.105.219   | 198.55.96.0/19      | US | arin     | 2012-12-28 | ASN-QUADRANET-GLOBAL - QuadraNet, Inc,US
8100    | 67.215.255.140   | 67.215.224.0/19     | US | arin     | 2007-10-18 | ASN-QUADRANET-GLOBAL - QuadraNet, Inc,US
8100    | 96.47.231.214    | 96.47.224.0/21      | US | arin     | 2009-11-23 | ASN-QUADRANET-GLOBAL - QuadraNet, Inc,US
8100    | 96.47.239.153    | 96.47.232.0/21      | US | arin     | 2009-11-23 | ASN-QUADRANET-GLOBAL - QuadraNet, Inc,US
8121    | 65.50.203.5      | 65.50.192.0/19      | US | arin     | 2010-06-28 | LAYER42 - TCH Network Services,US
8167    | 177.3.242.222    | 177.3.192.0/18      | BR | lacnic   | 2010-11-04 | Brasil Telecom S/A - Filial Distrito Federal,BR
8167    | 200.181.85.192   | 200.181.0.0/17      | BR | lacnic   | 2000-05-03 | Brasil Telecom S/A - Filial Distrito Federal,BR
8201    | 62.182.61.153    | 62.182.56.0/21      | BE | ripencc  | 2008-02-25 | EVONET EVONET Belgium N.V.,BE
8218    | 212.69.166.153   | 212.69.160.0/19     | FR | ripencc  |            | NEO-ASN Neo Telecoms S.A.S.,FR
8220    | 213.61.149.125   | 213.61.0.0/16       | DE | ripencc  | 2000-01-07 | COLT COLT Technology Services Group Limited,GB
8220    | 213.61.149.126   | 213.61.0.0/16       | DE | ripencc  | 2000-01-07 | COLT COLT Technology Services Group Limited,GB
8220    | 213.61.227.35    | 213.61.0.0/16       | DE | ripencc  | 2000-01-07 | COLT COLT Technology Services Group Limited,GB
8220    | 80.169.241.76    | 80.169.0.0/16       | GB | ripencc  | 2003-03-28 | COLT COLT Technology Services Group Limited,GB
8246    | 217.20.130.72    | 217.20.128.0/20     | HU | ripencc  | 2000-09-25 | GTS-POLSKA-AS T-Mobile Polska S.A.,PL
8246    | 62.168.3.212     | 62.168.0.0/18       | CZ | ripencc  |            | GTS-POLSKA-AS T-Mobile Polska S.A.,PL
8283    | 94.142.241.138   | 94.142.240.0/21     | NL | ripencc  | 2009-01-14 | COLOCLUE-AS Netwerkvereniging Coloclue, Amsterdam, Netherlands,NL
8283    | 94.142.242.84    | 94.142.240.0/21     | NL | ripencc  | 2009-01-14 | COLOCLUE-AS Netwerkvereniging Coloclue, Amsterdam, Netherlands,NL
8283    | 94.142.245.206   | 94.142.240.0/21     | NL | ripencc  | 2009-01-14 | COLOCLUE-AS Netwerkvereniging Coloclue, Amsterdam, Netherlands,NL
8304    | 87.252.5.163     | 87.252.0.0/20       | FR | ripencc  | 2005-09-15 | ECRITEL-FRANCE Ecritel,FR
8331    | 195.91.237.150   | 195.91.128.0/17     | RU | ripencc  |            | RINET-AS Cronyx Plus Ltd,RU
8331    | 195.91.244.98    | 195.91.128.0/17     | RU | ripencc  |            | RINET-AS Cronyx Plus Ltd,RU
8331    | 86.62.102.3      | 86.62.64.0/18       | RU | ripencc  | 2005-06-07 | RINET-AS Cronyx Plus Ltd,RU
8331    | 86.62.117.171    | 86.62.64.0/18       | RU | ripencc  | 2005-06-07 | RINET-AS Cronyx Plus Ltd,RU
8334    | 188.244.43.25    | 188.244.32.0/20     | RU | ripencc  | 2009-07-24 | CO-2COM-AS 2COM Co ltd.,RU
8334    | 46.188.10.23     | 46.188.0.0/17       | RU | ripencc  | 2010-11-24 | CO-2COM-AS 2COM Co ltd.,RU
8334    | 46.188.25.205    | 46.188.0.0/17       | RU | ripencc  | 2010-11-24 | CO-2COM-AS 2COM Co ltd.,RU
8334    | 46.188.26.16     | 46.188.0.0/17       | RU | ripencc  | 2010-11-24 | CO-2COM-AS 2COM Co ltd.,RU
8334    | 46.188.37.16     | 46.188.0.0/17       | RU | ripencc  | 2010-11-24 | CO-2COM-AS 2COM Co ltd.,RU
8334    | 46.188.4.37      | 46.188.0.0/17       | RU | ripencc  | 2010-11-24 | CO-2COM-AS 2COM Co ltd.,RU
8334    | 46.188.42.176    | 46.188.0.0/17       | RU | ripencc  | 2010-11-24 | CO-2COM-AS 2COM Co ltd.,RU
8334    | 46.188.50.48     | 46.188.0.0/17       | RU | ripencc  | 2010-11-24 | CO-2COM-AS 2COM Co ltd.,RU
8339    | 81.217.13.148    | 81.217.0.0/16       | AT | ripencc  | 2002-10-17 | KABSI-AS Kabelplus GmbH,AT
8339    | 81.217.187.6     | 81.217.0.0/16       | AT | ripencc  | 2002-10-17 | KABSI-AS Kabelplus GmbH,AT
8339    | 81.217.34.44     | 81.217.0.0/16       | AT | ripencc  | 2002-10-17 | KABSI-AS Kabelplus GmbH,AT
8359    | 83.237.1.247     | 83.237.0.0/16       | RU | ripencc  | 2004-02-12 | MTS MTS PJSC,RU
8359    | 83.237.33.98     | 83.237.0.0/16       | RU | ripencc  | 2004-02-12 | MTS MTS PJSC,RU
8359    | 89.175.27.163    | 89.175.0.0/16       | RU | ripencc  | 2006-04-06 | MTS MTS PJSC,RU
8359    | 91.79.20.132     | 91.76.0.0/14        | RU | ripencc  | 2006-08-21 | MTS MTS PJSC,RU
8369    | 31.207.251.70    | 31.207.192.0/18     | RU | ripencc  | 2011-05-02 | INTERSVYAZ-AS Intersvyaz-2 JSC,RU
8369    | 5.206.21.38      | 5.206.0.0/17        | RU | ripencc  | 2012-09-03 | INTERSVYAZ-AS Intersvyaz-2 JSC,RU
8401    | 195.82.124.111   | 195.82.96.0/19      | GB | ripencc  |            | MAILBOX Mailbox Internet Ltd,GB
8402    | 128.69.146.17    | 128.69.128.0/19     | RU | ripencc  | 2011-10-31 | CORBINA-AS OJSC _Vimpelcom_,RU
8402    | 128.72.179.59    | 128.72.0.0/14       | RU | ripencc  | 2011-11-22 | CORBINA-AS OJSC _Vimpelcom_,RU
8402    | 128.72.221.243   | 128.72.0.0/14       | RU | ripencc  | 2011-11-22 | CORBINA-AS OJSC _Vimpelcom_,RU
8402    | 128.72.55.240    | 128.72.0.0/14       | RU | ripencc  | 2011-11-22 | CORBINA-AS OJSC _Vimpelcom_,RU
8402    | 128.72.64.116    | 128.72.0.0/14       | RU | ripencc  | 2011-11-22 | CORBINA-AS OJSC _Vimpelcom_,RU
8402    | 128.73.221.197   | 128.73.221.0/24     | RU | ripencc  | 2011-11-22 | CORBINA-AS OJSC _Vimpelcom_,RU
8402    | 2.93.48.4        | 2.93.48.0/24        | RU | ripencc  | 2010-05-21 | CORBINA-AS OJSC _Vimpelcom_,RU
8402    | 2.94.19.165      | 2.94.19.0/24        | RU | ripencc  | 2010-05-21 | CORBINA-AS OJSC _Vimpelcom_,RU
8402    | 78.107.237.16    | 78.106.0.0/15       | RU | ripencc  | 2007-06-06 | CORBINA-AS OJSC _Vimpelcom_,RU
8402    | 78.107.239.213   | 78.106.0.0/15       | RU | ripencc  | 2007-06-06 | CORBINA-AS OJSC _Vimpelcom_,RU
8402    | 78.107.254.121   | 78.106.0.0/15       | RU | ripencc  | 2007-06-06 | CORBINA-AS OJSC _Vimpelcom_,RU
8402    | 85.21.168.228    | 85.21.0.0/16        | RU | ripencc  | 2005-03-18 | CORBINA-AS OJSC _Vimpelcom_,RU
8402    | 85.21.63.62      | 85.21.63.0/24       | RU | ripencc  | 2005-03-18 | CORBINA-AS OJSC _Vimpelcom_,RU
8402    | 89.179.112.165   | 89.178.0.0/15       | RU | ripencc  | 2006-03-22 | CORBINA-AS OJSC _Vimpelcom_,RU
8402    | 89.179.119.165   | 89.178.0.0/15       | RU | ripencc  | 2006-03-22 | CORBINA-AS OJSC _Vimpelcom_,RU
8402    | 89.179.127.124   | 89.178.0.0/15       | RU | ripencc  | 2006-03-22 | CORBINA-AS OJSC _Vimpelcom_,RU
8402    | 93.80.18.65      | 93.80.0.0/15        | RU | ripencc  | 2008-02-05 | CORBINA-AS OJSC _Vimpelcom_,RU
8402    | 95.24.166.138    | 95.24.0.0/15        | RU | ripencc  | 2008-10-10 | CORBINA-AS OJSC _Vimpelcom_,RU
8402    | 95.24.183.184    | 95.24.0.0/15        | RU | ripencc  | 2008-10-10 | CORBINA-AS OJSC _Vimpelcom_,RU
8402    | 95.26.194.78     | 95.26.0.0/15        | RU | ripencc  | 2008-10-10 | CORBINA-AS OJSC _Vimpelcom_,RU
8402    | 95.27.131.238    | 95.26.0.0/15        | RU | ripencc  | 2008-10-10 | CORBINA-AS OJSC _Vimpelcom_,RU
8402    | 95.27.163.172    | 95.26.0.0/15        | RU | ripencc  | 2008-10-10 | CORBINA-AS OJSC _Vimpelcom_,RU
8402    | 95.27.182.41     | 95.26.0.0/15        | RU | ripencc  | 2008-10-10 | CORBINA-AS OJSC _Vimpelcom_,RU
8402    | 95.31.12.166     | 95.30.0.0/15        | RU | ripencc  | 2008-10-10 | CORBINA-AS OJSC _Vimpelcom_,RU
8402    | 95.31.21.97      | 95.30.0.0/15        | RU | ripencc  | 2008-10-10 | CORBINA-AS OJSC _Vimpelcom_,RU
8402    | 95.31.24.146     | 95.30.0.0/15        | RU | ripencc  | 2008-10-10 | CORBINA-AS OJSC _Vimpelcom_,RU
8402    | 95.31.32.83      | 95.31.32.0/24       | RU | ripencc  | 2008-10-10 | CORBINA-AS OJSC _Vimpelcom_,RU
8416    | 178.163.102.209  | 178.163.0.0/17      | RU | ripencc  | 2010-02-05 | INFOLINE-AS Infoline Ltd.,RU
8422    | 78.34.232.48     | 78.34.0.0/15        | DE | ripencc  | 2007-03-08 | NETCOLOGNE NetCologne GmbH,DE
8422    | 78.35.52.7       | 78.34.0.0/15        | DE | ripencc  | 2007-03-08 | NETCOLOGNE NetCologne GmbH,DE
8422    | 81.173.172.67    | 81.173.128.0/17     | DE | ripencc  | 2003-02-19 | NETCOLOGNE NetCologne GmbH,DE
8422    | 81.173.240.81    | 81.173.128.0/17     | DE | ripencc  | 2003-02-19 | NETCOLOGNE NetCologne GmbH,DE
8422    | 84.44.218.59     | 84.44.128.0/17      | DE | ripencc  | 2004-09-21 | NETCOLOGNE NetCologne GmbH,DE
8422    | 85.197.8.134     | 85.197.0.0/18       | DE | ripencc  | 2005-01-17 | NETCOLOGNE NetCologne GmbH,DE
8422    | 87.78.132.191    | 87.78.0.0/15        | DE | ripencc  | 2005-05-31 | NETCOLOGNE NetCologne GmbH,DE
8422    | 87.78.98.152     | 87.78.0.0/15        | DE | ripencc  | 2005-05-31 | NETCOLOGNE NetCologne GmbH,DE
8422    | 87.79.79.94      | 87.78.0.0/15        | DE | ripencc  | 2005-05-31 | NETCOLOGNE NetCologne GmbH,DE
8422    | 87.79.95.151     | 87.78.0.0/15        | DE | ripencc  | 2005-05-31 | NETCOLOGNE NetCologne GmbH,DE
8426    | 176.61.147.146   | 176.61.144.0/21     | PT | ripencc  | 2011-06-07 | CLARANET-AS ClaraNET LTD,GB
8426    | 94.126.170.165   | 94.126.168.0/21     | PT | ripencc  | 2008-09-29 | CLARANET-AS ClaraNET LTD,GB
8427    | 46.167.80.118    | 46.167.80.0/21      | RU | ripencc  | 2010-12-20 | MAGINFO-AS Maginfo JSC,RU
8437    | 188.118.217.236  | 188.118.192.0/18    | AT | ripencc  | 2009-06-23 | UTA-AS Tele2 Telecommunication GmbH,AT
8437    | 62.218.77.122    | 62.218.0.0/16       | AT | ripencc  | 2000-10-25 | UTA-AS Tele2 Telecommunication GmbH,AT
8437    | 78.142.142.246   | 78.142.128.0/18     | AT | ripencc  | 2007-08-08 | UTA-AS Tele2 Telecommunication GmbH,AT
8437    | 78.142.145.141   | 78.142.128.0/18     | AT | ripencc  | 2007-08-08 | UTA-AS Tele2 Telecommunication GmbH,AT
8437    | 78.142.175.70    | 78.142.128.0/18     | AT | ripencc  | 2007-08-08 | UTA-AS Tele2 Telecommunication GmbH,AT
8437    | 86.59.119.83     | 86.59.0.0/17        | AT | ripencc  | 2005-05-02 | UTA-AS Tele2 Telecommunication GmbH,AT
8437    | 86.59.119.88     | 86.59.0.0/17        | AT | ripencc  | 2005-05-02 | UTA-AS Tele2 Telecommunication GmbH,AT
8437    | 86.59.21.163     | 86.59.0.0/17        | AT | ripencc  | 2005-05-02 | UTA-AS Tele2 Telecommunication GmbH,AT
8437    | 86.59.21.251     | 86.59.0.0/17        | AT | ripencc  | 2005-05-02 | UTA-AS Tele2 Telecommunication GmbH,AT
8437    | 86.59.21.38      | 86.59.0.0/17        | AT | ripencc  | 2005-05-02 | UTA-AS Tele2 Telecommunication GmbH,AT
8447    | 178.189.137.233  | 178.188.0.0/14      | AT | ripencc  | 2010-02-08 | TELEKOM-AT A1 Telekom Austria AG,AT
8447    | 178.189.164.141  | 178.188.0.0/14      | AT | ripencc  | 2010-02-08 | TELEKOM-AT A1 Telekom Austria AG,AT
8447    | 178.190.14.118   | 178.188.0.0/14      | AT | ripencc  | 2010-02-08 | TELEKOM-AT A1 Telekom Austria AG,AT
8447    | 188.22.236.42    | 188.20.0.0/14       | AT | ripencc  | 2009-02-03 | TELEKOM-AT A1 Telekom Austria AG,AT
8447    | 80.121.132.44    | 80.120.0.0/14       | AT | ripencc  | 2001-09-12 | TELEKOM-AT A1 Telekom Austria AG,AT
8447    | 88.117.5.167     | 88.116.0.0/15       | AT | ripencc  | 2005-09-16 | TELEKOM-AT A1 Telekom Austria AG,AT
8447    | 91.115.39.45     | 91.112.0.0/14       | AT | ripencc  | 2006-09-04 | TELEKOM-AT A1 Telekom Austria AG,AT
8447    | 91.115.49.42     | 91.112.0.0/14       | AT | ripencc  | 2006-09-04 | TELEKOM-AT A1 Telekom Austria AG,AT
8447    | 93.82.149.136    | 93.82.0.0/15        | AT | ripencc  | 2008-02-08 | TELEKOM-AT A1 Telekom Austria AG,AT
8473    | 155.4.24.16      | 155.4.0.0/17        | NO | ripencc  |            | BAHNHOF Bahnhof Internet AB,SE
8473    | 155.4.59.251     | 155.4.0.0/17        | NO | ripencc  |            | BAHNHOF Bahnhof Internet AB,SE
8473    | 155.4.6.192      | 155.4.0.0/17        | NO | ripencc  |            | BAHNHOF Bahnhof Internet AB,SE
8473    | 176.10.131.67    | 176.10.128.0/18     | SE | ripencc  | 2011-05-18 | BAHNHOF Bahnhof Internet AB,SE
8473    | 176.10.131.72    | 176.10.128.0/18     | SE | ripencc  | 2011-05-18 | BAHNHOF Bahnhof Internet AB,SE
8473    | 176.10.140.227   | 176.10.128.0/18     | SE | ripencc  | 2011-05-18 | BAHNHOF Bahnhof Internet AB,SE
8473    | 176.10.140.40    | 176.10.128.0/18     | SE | ripencc  | 2011-05-18 | BAHNHOF Bahnhof Internet AB,SE
8473    | 176.10.148.49    | 176.10.128.0/18     | SE | ripencc  | 2011-05-18 | BAHNHOF Bahnhof Internet AB,SE
8473    | 176.10.250.165   | 176.10.192.0/18     | SE | ripencc  | 2011-05-18 | BAHNHOF Bahnhof Internet AB,SE
8473    | 212.85.79.71     | 212.85.64.0/20      | SE | ripencc  |            | BAHNHOF Bahnhof Internet AB,SE
8473    | 37.123.131.14    | 37.123.128.0/19     | SE | ripencc  | 2012-02-15 | BAHNHOF Bahnhof Internet AB,SE
8473    | 37.123.131.192   | 37.123.128.0/19     | SE | ripencc  | 2012-02-15 | BAHNHOF Bahnhof Internet AB,SE
8473    | 37.123.146.76    | 37.123.128.0/19     | SE | ripencc  | 2012-02-15 | BAHNHOF Bahnhof Internet AB,SE
8473    | 37.123.182.13    | 37.123.160.0/19     | SE | ripencc  | 2012-02-15 | BAHNHOF Bahnhof Internet AB,SE
8473    | 46.59.46.87      | 46.59.0.0/18        | SE | ripencc  | 2010-10-19 | BAHNHOF Bahnhof Internet AB,SE
8473    | 46.59.99.37      | 46.59.64.0/18       | SE | ripencc  | 2010-10-19 | BAHNHOF Bahnhof Internet AB,SE
8473    | 5.150.204.176    | 5.150.192.0/19      | SE | ripencc  | 2012-07-18 | BAHNHOF Bahnhof Internet AB,SE
8473    | 5.150.204.198    | 5.150.192.0/19      | SE | ripencc  | 2012-07-18 | BAHNHOF Bahnhof Internet AB,SE
8473    | 5.150.214.170    | 5.150.192.0/19      | SE | ripencc  | 2012-07-18 | BAHNHOF Bahnhof Internet AB,SE
8473    | 5.150.221.209    | 5.150.192.0/19      | SE | ripencc  | 2012-07-18 | BAHNHOF Bahnhof Internet AB,SE
8473    | 5.150.254.116    | 5.150.224.0/19      | SE | ripencc  | 2012-07-18 | BAHNHOF Bahnhof Internet AB,SE
8473    | 79.136.29.43     | 79.136.0.0/18       | SE | ripencc  | 2007-09-27 | BAHNHOF Bahnhof Internet AB,SE
8473    | 79.136.31.149    | 79.136.0.0/18       | SE | ripencc  | 2007-09-27 | BAHNHOF Bahnhof Internet AB,SE
8473    | 79.136.42.131    | 79.136.0.0/18       | SE | ripencc  | 2007-09-27 | BAHNHOF Bahnhof Internet AB,SE
8473    | 79.136.42.226    | 79.136.0.0/18       | SE | ripencc  | 2007-09-27 | BAHNHOF Bahnhof Internet AB,SE
8473    | 79.136.70.93     | 79.136.64.0/18      | SE | ripencc  | 2007-09-27 | BAHNHOF Bahnhof Internet AB,SE
8473    | 81.170.217.107   | 81.170.192.0/18     | SE | ripencc  | 2003-05-12 | BAHNHOF Bahnhof Internet AB,SE
8473    | 85.24.162.113    | 85.24.128.0/18      | SE | ripencc  | 2005-02-24 | BAHNHOF Bahnhof Internet AB,SE
8473    | 85.24.188.65     | 85.24.128.0/18      | SE | ripencc  | 2005-02-24 | BAHNHOF Bahnhof Internet AB,SE
8473    | 85.24.215.117    | 85.24.192.0/18      | SE | ripencc  | 2005-02-24 | BAHNHOF Bahnhof Internet AB,SE
8473    | 94.254.24.78     | 94.254.0.0/18       | SE | ripencc  | 2008-10-07 | BAHNHOF Bahnhof Internet AB,SE
8551    | 109.64.15.89     | 109.64.0.0/20       | IL | ripencc  | 2009-08-10 | BEZEQ-INTERNATIONAL-AS Bezeq International-Ltd,IL
8551    | 109.66.61.126    | 109.66.48.0/20      | IL | ripencc  | 2009-08-10 | BEZEQ-INTERNATIONAL-AS Bezeq International-Ltd,IL
8551    | 62.219.46.133    | 62.219.32.0/19      | IL | ripencc  | 2000-12-29 | BEZEQ-INTERNATIONAL-AS Bezeq International-Ltd,IL
8551    | 81.218.109.195   | 81.218.109.0/24     | IL | ripencc  | 2002-10-18 | BEZEQ-INTERNATIONAL-AS Bezeq International-Ltd,IL
8551    | 81.218.235.162   | 81.218.235.0/24     | IL | ripencc  | 2002-10-18 | BEZEQ-INTERNATIONAL-AS Bezeq International-Ltd,IL
8551    | 81.218.91.154    | 81.218.64.0/19      | IL | ripencc  | 2002-10-18 | BEZEQ-INTERNATIONAL-AS Bezeq International-Ltd,IL
8551    | 82.80.136.185    | 82.80.128.0/20      | IL | ripencc  | 2003-05-12 | BEZEQ-INTERNATIONAL-AS Bezeq International-Ltd,IL
8551    | 82.80.33.99      | 82.80.32.0/20       | IL | ripencc  | 2003-05-12 | BEZEQ-INTERNATIONAL-AS Bezeq International-Ltd,IL
8553    | 81.95.52.68      | 81.95.48.0/20       | GB | ripencc  | 2006-05-19 | AVENSYS Avensys Networks Ltd,GB
